MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR131;CONJUNCTIVE_CONTRACT;Test-03;24;3;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, countries, keyword, languages, number_votes_max, number_votes_min, popularity_max, popularity_min, runtime_min, title_groups, user_rating_max];[];[];[companies, genres, instant_watch_options, release_date_start];[];[];[sound_mix];[];[];[];[];[];[];[];[];[];[]
MR598;CONJUNCTIVE_CONTRACT;Test-12;17;4;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, instant_watch_options, keyword, popularity_min, runtime_max, title_groups];[];[];[release_date_start, user_rating_max];[];[];[companies];[];[];[runtime_min];[];[];[];[];[];[];[]
MR1038;CONJUNCTIVE_EXTEND;Test-20;22;3;10;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, filming_locations, keyword, number_votes_min, release_date_start, runtime_min, sound_mix];[];[];[languages, number_votes_max];[];[];[release_date_end];[];[];[];[];[];[];[];[];[];[];[]
MR768;CONJUNCTIVE_CONTRACT;Test-15;18;2;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, genres, languages, sound_mix];[];[];[companies, countries, instant_watch_options, plot, title_data, title_type, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR1042;CONJUNCTIVE_EXTEND;Test-20;22;4;10;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, release_date_start, runtime_min];[];[];[US_certificates, filming_locations, languages, number_votes_min, sound_mix];[];[];[number_votes_max];[];[];[release_date_end];[];[];[];[];[];[];[];[]
MR515;CONJUNCTIVE_EXTEND;Test-10;20;4;11;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, release_date_end, title_type];[];[];[filming_locations, genres, keyword, popularity_min, runtime_min];[];[];[user_rating_max];[];[];[US_certificates, plot];[];[];[];[];[];[];[];[]
MR1024;CONJUNCTIVE_CONTRACT;Test-20;22;3;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, instant_watch_options, popularity_max, title_data, user_rating_min];[];[];[genres, plot, popularity_min, title_groups];[];[];[color_info, companies, runtime_max, title_type, user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR633;CONJUNCTIVE_EXTEND;Test-12;17;4;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[sound_mix];[];[];[US_certificates, color_info, countries, filming_locations, genres, languages, number_votes_max, number_votes_min, plot, popularity_max, title_data, user_rating_min];[];[];[title_type];[];[];[release_date_end];[];[];[];[];[];[];[];[]
MR424;SHUFFLING_EXTEND;Test-08;20;2;2;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by:Release Date Descending];[];[];[sorted_by:Popularity Ascending];[];[];[sorted_by:Popularity Descending];[];[];[];[];[];[];[];[];[];[];[];[]
MR548;CONJUNCTIVE_CONTRACT;Test-11;24;2;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, countries, genres, languages, number_votes_min, plot, runtime_max, sound_mix];[];[];[cast_crew, filming_locations, popularity_max, popularity_min, runtime_min, title_data, user_rating_max, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR185;CONJUNCTIVE_CONTRACT;Test-04;21;2;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, countries, instant_watch_options, plot, release_date_end, sound_mix, title_data, user_rating_min];[];[];[cast_crew, color_info, companies, filming_locations, title_groups, title_type];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR797;DISJOINT_EXTEND;Test-15;18;1;1;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings:Restrict to Titles I've Seen, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[];[your_ratings:Exclude Titles I've Seen];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR557;CONJUNCTIVE_CONTRACT;Test-11;24;3;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, filming_locations, genres, languages, number_votes_min, plot, popularity_max, runtime_max, runtime_min, sound_mix, title_data, user_rating_max, user_rating_min];[];[];[countries];[];[];[popularity_min];[];[];[];[];[];[];[];[];[];[]
MR428;CONJUNCTIVE_CONTRACT;Test-09;23;5;16;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[filming_locations, genres, languages, release_date_end, title_type, user_rating_max];[];[];[companies];[];[];[US_certificates, cast_crew, countries, instant_watch_options, keyword, title_data, title_groups];[];[];[plot];[];[];[runtime_min];[];[];[];[]
MR17;CONJUNCTIVE_CONTRACT;Test-01;20;6;13;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, instant_watch_options, keyword, popularity_max, release_date_end, sound_mix, user_rating_max];[];[];[languages, plot];[];[];[title_data];[];[];[color_info];[];[];[companies];[];[];[genres];[]
MR478;CONJUNCTIVE_EXTEND;Test-09;23;5;9;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[popularity_max, popularity_min];[];[];[color_info, number_votes_max, runtime_max];[];[];[release_date_start, user_rating_min];[];[];[number_votes_min];[];[];[sound_mix];[];[];[];[];[]
MR296;CONJUNCTIVE_EXTEND;Test-06;21;4;11;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, title_type];[];[];[countries, filming_locations, languages, release_date_end, release_date_start, runtime_min];[];[];[US_certificates, sound_mix];[];[];[user_rating_min];[];[];[];[];[];[];[];[]
MR260;CONJUNCTIVE_EXTEND;Test-05;19;4;12;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[instant_watch_options, user_rating_max];[];[];[languages, number_votes_max, plot, title_data];[];[];[popularity_min, release_date_start, runtime_min];[];[];[cast_crew, color_info, number_votes_min];[];[];[];[];[];[];[];[]
MR866;CONJUNCTIVE_CONTRACT;Test-17;18;2;12;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, countries, filming_locations, genres, release_date_end, release_date_start, runtime_max, runtime_min, sound_mix, title_data];[];[];[number_votes_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR220;CONJUNCTIVE_CONTRACT;Test-05;19;3;13;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, countries, filming_locations, keyword, release_date_end, runtime_max, sound_mix, title_groups, title_type, user_rating_min];[];[];[genres];[];[];[popularity_max];[];[];[];[];[];[];[];[];[];[]
MR977;CONJUNCTIVE_CONTRACT;Test-19;16;3;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, filming_locations, languages, sound_mix, user_rating_max];[];[];[popularity_max, title_data];[];[];[companies, release_date_start];[];[];[];[];[];[];[];[];[];[]
MR623;CONJUNCTIVE_EXTEND;Test-12;17;2;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, filming_locations, number_votes_max, number_votes_min, release_date_end, sound_mix, title_data, title_type];[];[];[US_certificates, color_info, genres, languages, plot, popularity_max, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR651;CONJUNCTIVE_CONTRACT;Test-13;21;3;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, instant_watch_options];[];[];[countries, languages, number_votes_max, number_votes_min, popularity_min, release_date_end, sound_mix, title_data, title_groups, title_type];[];[];[cast_crew, filming_locations, plot];[];[];[];[];[];[];[];[];[];[]
MR413;CONJUNCTIVE_EXTEND;Test-08;20;3;11;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, number_votes_min, title_groups];[];[];[keyword, sound_mix, user_rating_min];[];[];[companies, countries, number_votes_max, popularity_max, release_date_end];[];[];[];[];[];[];[];[];[];[];[]
MR887;CONJUNCTIVE_EXTEND;Test-17;18;4;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, companies, keyword, languages, number_votes_max, popularity_max, popularity_min, title_groups, title_type, user_rating_max];[];[];[plot];[];[];[instant_watch_options];[];[];[user_rating_min];[];[];[];[];[];[];[];[]
